name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
AirHelp	2013	New York, NY, USA	Document Automation	Companies	Legal Service Using Tech	AirHelp fights for your right to compensation when your flight is delayed, cancelled or overbooked. AirHelp does all the paperwork, follow up and legal actions.	 https://www.airhelp.com/en/	https://twitter.com/theairhelper	https://angel.co/airhelp?utm_source=companies	https://www.crunchbase.com/organization/airhelp	http://www.linkedin.com/company/airhelp	http://www.facebook.com/Airhelp	consumer, air-fare, airline	active
AlgoValue	2010	Atlanta, GA, USA	Document Automation	Companies	Legal Tech	The AlgoValue SaaS platform provides a suite of efficient, intuitive, accurate and analytical tools which bring disruptive and instant transparency, as well as real-time decision-support data output for smarter investment decisions.	https://www.algovalue.com	https://twitter.com/AlgoValue	https://angel.co/algovalue?utm_source=companies	https://www.crunchbase.com/organization/algovalue	https://www.linkedin.com/company/algovalue/	http://www.facebook.com/Algovalue	saas, start-ups, cap-table, vc, investors, term-sheets	active
Aluvion Law	2013	Toronto, ON, Canada	Document Automation	Companies	Legal Tech	Flat-fee services for small and medium enterprizes	https://aluvionlaw.com	https://twitter.com/aluvionlaw	https://angel.co/aluvion-law?utm_source=companies	https://www.crunchbase.com/organization/aluvion	https://ca.linkedin.com/company/aluvion	https://www.facebook.com/AluvionLaw/	sme, start-ups, small business, growing business, ip	active
Arachnys	2010	New York, NY, USA	Compliance	Companies	Legal Tech	Arachnys is a technology company specializing in intelligent risk and compliance. What makes us different is that we offer unparalleled control of truly global data. We are the only way to make sure your team see exactly the data they need, retrieved and translated in real-time from the widest collection available worldwide, to empower your decision making in the most efficient and auditable way possible.   The Arachnys platform is used by several of the world’s largest investment banks, consulting & law firms as well as corporates. 	https://arachnys.com	https://twitter.com/arachnys?lang=en	https://angel.co/arachnys?utm_source=companies	https://www.crunchbase.com/organization/arachnys	https://www.linkedin.com/company/arachnys/	https://www.facebook.com/Arachnys-910899132350779/	dilligence, investigation, auditing, document automation	active
Arrest SOS	2011	Dallas, TX, USA	Marketplace	Individuals	Legal Tech	The App That Gets You Out Of Jail.	http://arrestsos.com	https://twitter.com/ArrestSOS	https://angel.co/arrest-sos	https://www.crunchbase.com/organization/arrest-sos	https://www.linkedin.com/company/arrest-sos	https://www.facebook.com/pages/Arrest-SOS/501476813291544	find-a-lawyer, mobile, app	inactive
Ashem	2013	New York, NY, USA	E-Discovery	n/a	n/a	We currently operate in a niche and innovative sector of the financial services industry that focuses on the pursuit of litigation claims (when a plaintiff sues in Court for civil redress) to help move the cases forward to completion and victory.	 https://www.facebook.com/Ashemllc	n/a	https://angel.co/ashem	https://www.crunchbase.com/organization/ashem	https://www.linkedin.com/company/ashem-group-llc	https://www.facebook.com/public/Ashem	media, learning, marketplace	active
Ategra Computer Technology	1997	Palmerston, NT	E-Discovery	n/a	n/a	A professional IT Support company specializing in providing reliable & effective support to small and medium-sized businesses throughout the Topend.	 https://ategra.com.au	https://twitter.com/ategra?lang=en	n/a	https://www.crunchbase.com/organization/ategra-computer-technology	https://www.linkedin.com/company/ategra-computer-technology	https://www.facebook.com/AtegraTechnology	media, consulting, information	active
AttorneyFee	2011	Mountain View, California, United States	Marketplace	Individuals	Legal Service Using Tech	AttorneyFee is an online platform that enables users to compare the fees of local attorneys.	http://www.attorneyfee.com	https://twitter.com/attorneyfee?lang=en	https://angel.co/company/attorneyfee	https://www.crunchbase.com/organization/attorneyfee	https://do.linkedin.com/company/attorneyfee-com	http://www.facebook.com/AttorneyFee	Big Data, Information Services, Legal, Legal Tech, Local, Online Portals	active
Audvi	2014	San Diego, CA, USA	E-Discovery	n/a	n/a	Game changer for people that are Dyslexic and the Vision-impaired by offering ÛÏaudibly-accessibleÛ technology.	https://audvi.com	https://twitter.com/audviinc?lang=en	n/a	https://www.crunchbase.com/organization/audvi	https://www.linkedin.com/company/audvi-inc/	https://www.facebook.com/audviinc	n/a	active
Avvo	2007	Seattle, Washington, United States	Marketplace	Individuals	Legal Service Using Tech	Avvo is a legal marketplace, directory, and question and answer forum that connects individuals with lawyers.	n/a	https://twitter.com/Avvo	https://angel.co/company/avvo	n/a	http://www.linkedin.com/company/avvo	http://www.facebook.com/avvo	Business Development, Consulting, Legal, Legal Tech, Marketplace, Q&A	active
BackStartup	2014	Bogotá, Distrito Especial, Colombia	Marketplace	n/a	n/a	All-in-one back office platform for startups and SMEs (Legal, Accounting and Payroll)	 https://www.backstartup.com/	https://twitter.com/backstartup?lang=en	https://angel.co/company/backstartup	https://www.crunchbase.com/organization/backstartup	https://www.linkedin.com/company/backstartup	https://www.facebook.com/BackStartup	Accounting, Financial Services, Legal, Legal Tech, Outsourcing, Small and Medium Businesses	active
Big Time Software Inc	2002	Chicago, IL, USA	Practice Management	n/a	n/a	BigTime Software, Inc. is a United States-based cloud-based time and billing software company. The Company's browser-based interface for practice management allows professional services firms to instantly deploy and connect BigTime to existing back-office services. The Company's products include Lacerte, Mobile App, QuickBooks Timesheet, BigTime Express and Customer Raves. The Company develops practice management tools that help professional services firms track, manage and invoice their time. Its solutions are designed to speak the language of more than a dozen business types, from accounting and information technology (IT) services to architecture and engineering. It provides its products to a range of industries, such as accounting, technology, architecture and engineering, government contracting, legal and marketing.	n/a	https://twitter.com/bigtimesoftware?lang=en	n/a	n/a	https://www.linkedin.com/company/bigtime-software-inc-	https://www.facebook.com/BigTimeSoftware/	n/a	active
Bitproof	2015	San Francisco, CA, USA	E-Discovery	n/a	n/a	No description yet	https://bitproof.io	https://twitter.com/bitproofio?lang=en	n/a	https://www.crunchbase.com/organization/bitproof	n/a	https://www.facebook.com/bitproof	n/a	active
Bluetree Legal Connect	2013	San Francisco, California, United States	Marketplace	Individuals	Legal Service Using Tech	Bluetree Legal Connect connects people seeking legal counsel with attorneys in an area.	http://www.bluetreelegal.com	https://twitter.com/BluetreeLegal	https://angel.co/bluetree-legal-connect	https://www.crunchbase.com/organization/bluetree-legal-connect	https://www.linkedin.com/company/bluetree-legal	https://www.facebook.com/BluetreeLegal	Consulting, Legal, Legal Tech, Marketplace, Professional Services	active
Briefed	2015	London, UK	Marketplace	n/a	n/a	Briefed empowers the worldÛªs lawyers to elevate their practice to the next level : Legal Directory , Master Classes , Legal Industry Intelligence & Mission Control	http://www.briefedlawyer.co.uk/	n/a	https://angel.co/company/briefed	https://www.crunchbase.com/organization/briefed	n/a	https://www.facebook.com/briefedlawyer	n/a	active
BriefMine	2012	San Francisco, California, United States	Legal Research	Service Providers	Legal Service Using Tech	Briefmine is a database of legal briefs powered by natural-language search that offers a technologically advanced platform for conducting.	http://www.briefmine.com	https://twitter.com/briefmine?lang=en	https://angel.co/company/briefmine	https://www.crunchbase.com/organization/briefmine	https://www.linkedin.com/company/briefmine/	n/a	Database, Document Preparation, Information Services, Legal, Legal Tech, Natural Language Processing	inactive
Brightleaf	1900	Brookline, Massachusetts, United States	Analytics	n/a	n/a	Brightleaf helps in mining information from unstructured, text-based documents, and making it accessible.	n/a	https://twitter.com/brightleaf	https://angel.co/company/brightleaf-solutions-1	n/a	https://in.linkedin.com/company/brightleaf-corporation	http://www.facebook.com/brightleafcorp	Analytics, Content, Data Mining, Legal, Legal Tech, Software	active
Caldeco	2013	Tomsk, Russia	E-Discovery	n/a	n/a	Caldeco (http://calde.co) offers a simple way to capture processes' structures and instantiate them when necessary.	https://calde.co	https://twitter.com/caldeco1?lang=en	n/a	https://www.crunchbase.com/organization/caldeco	n/a	n/a	n/a	inactive
CapMail	2015	Paris, Ile-de-France, France	Document Automation	n/a	n/a	CapMail transforms enterprise mail in a dynamic electronic documents management system.	https://capmail.eu	n/a	https://angel.co/company/capmail	https://www.crunchbase.com/organization/capmail	n/a	n/a	Document Management, Legal, Legal Tech	active
Captain Contrat	2014	Paris, Ile-de-France, France	Document Automation	n/a	n/a	Captain Contrat is a legal and administrative pillar that accompanies VSEs and SMEs in all stages of the development.	 https://www.captaincontrat.com/	https://twitter.com/captaincontrat?lang=en	https://angel.co/jobs?slug=captain-contrat	https://www.crunchbase.com/organization/captain-contrat-2	https://www.linkedin.com/company/captaincontrat	https://www.facebook.com/captaincontrat	Business Development, Document Management, Intellectual Property, Legal, Legal Tech, Professional Services, SaaS, Small and Medium Businesses	active
Capture.IT	2015	Toronto, ON, Canada	Practice Management	Companies	Legal Tech	Billable hours time-tracking app	http://getcaptureit.com/	https://twitter.com/Capture_it_app	https://angel.co/capture-it	https://www.crunchbase.com/organization/capture-it-tech-limited#/entity	https://www.linkedin.com/company/capture-it	https://www.facebook.com/TheCaptureItCollection/	time tracking, billable hours	inactive
ping, Inc.	2015	Berkeley, CA	Practice Management	n/a	n/a	We automate timekeeping for lawyers and provide firm analytics for management.	n/a	@timebyping.com	https://angel.co/ping	n/a	https://www.linkedin.com/company/ping	n/a	timekeeping and data analytics	active
BeeLine Reader	2011	Woodside, CA, USA	E-Discovery	n/a	n/a	BeeLine Reader makes reading on-screen easier, faster, and more accessible. Our patented technology has won awards from Stanford University, NewSchools Venture Fund, and The Tech Museum of Innovation.   Our apps have been featured in the New York Times, BBC, The Atlantic,  Fast Company, and Lifehacker.	http://www.beelinereader.com/	https://twitter.com/BeeLineReader?lang=en	https://angel.co/beeline-reader	https://www.crunchbase.com/organization/beeline-3	https://www.linkedin.com/company/beelinereader/	https://www.facebook.com/BeeLine.Reader	education, media, patent	active
Bhavnani Technologies	2014	Scottsdale, AZ, USA	E-Discovery	n/a	n/a	We offer a service that provides email and internet privacy and security for households and small businesses.  Bhavnani Technologies specializes in creating new and innovative hardware and software. The company's goal is to make cutting edge technology available to consumers and businesses in a way that is cost effective and easy to use. Our first generation of products are focused on improving electronic communication privacy and security.	n/a	n/a	https://angel.co/bhavnani-technologies	n/a	https://www.linkedin.com/company/bhavnani-technologies	https://www.facebook.com/pages/Bhavnani-Technologies/673737752685954	analytics	active
Blackletter	2012	Chicago, IL, USA	Document Automation	n/a	n/a	Blackletter enables lawyers and their clients to communicate, collaborate and share documents securely and beautifully across multiple devices.	https://blackletter.io	https://twitter.com/BlackletterApp?lang=en	https://angel.co/blackletter-1	https://www.crunchbase.com/organization/blackletter-2	https://www.linkedin.com/company/blacklettercap/	n/a	n/a	active
BleuAcre	2013	Atlanta, GA, USA	Practice Management	Service Providers	Legal Tech	Powerful case management for litigators	 http://www.bleuacre.com/	https://twitter.com/BleuAcre	https://angel.co/bleuacre	https://www.crunchbase.com/organization/bleuacre-systems	n/a	https://www.facebook.com/public/Bleu-Acre	litigation	inactive
Business Integrity	1999	Brooklyn, New York, United States	Document Automation	n/a	n/a	Business Integrity offers a software program that allows people in the legal industry to create automated contracts and legal documents.	https://www.business-integrity.com	https://twitter.com/ContractExpress	n/a	https://www.crunchbase.com/organization/business-integrity	http://www.linkedin.com/company/business-integrity	n/a	Document Management, Legal Tech, Software	inactive
Caseflow	2012	Austin, Texas, United States	Practice Management	n/a	n/a	Caseflow restructures the way legal businesses work, focusing on personal injury lawyers in the first step.	 https://caseflow.co	n/a	n/a	https://www.crunchbase.com/organization/caseflow	https://au.linkedin.com/company/caseflow	n/a	Business Development, Legal, Legal Tech, Management Consulting	inactive
CaseHub	2015	London, England, United Kingdom	Marketplace	n/a	n/a	CaseHub crowdsources consumer legal battles and makes the legal system democratic.	https://casehub.co	https://twitter.com/casehub?lang=en	https://angel.co/company/casehub	https://www.crunchbase.com/organization/casehub	https://www.linkedin.com/company/casehub	n/a	Crowdsourcing, Finance, Law Enforcement, Legal, Legal Tech	inactive
Caselinq	1900	Chicago, IL, USA	Practice Management	n/a	n/a	No description yet	https://www.caselinq.com	https://twitter.com/caselinq	https://angel.co/company/caselinq	n/a	n/a	n/a	n/a	active
CaseRails	2013	New York, New York, United States	Document Automation	Service Providers	Legal Tech	CaseRails is an enterprise software startup focused on improving the legal document workflow.	http://www.caserails.com	https://twitter.com/caserails?lang=en	https://angel.co/company/caserails	https://www.crunchbase.com/organization/caserails	http://www.linkedin.com/company/caserails	http://www.facebook.com/CaseRails	Document Management, Document Preparation, Information Services, Legal, Legal Tech, Software	inactive
Casetext	2013	San Francisco, California, United States	Legal Research	Service Providers	Legal Service Using Tech	Casetext is an AI legal research technology for litigators, helping researchers find cases.	n/a	https://twitter.com/casetext?lang=en	https://angel.co/company/casetext	n/a	https://www.linkedin.com/company/casetext	https://www.facebook.com/casetext/	Artificial Intelligence, Law Enforcement, Legal, Legal Tech, Publishing	active
CellBreaker	2014	Durham, North Carolina, United States	E-Discovery	n/a	n/a	CellBreaker allows people easily switch cell phone carriers without paying the early termination fee.	 https://www.cellbreaker.com/	n/a	https://angel.co/company/cellbreaker	https://www.crunchbase.com/organization/cellbreaker	http://www.linkedin.com/company/cellbreaker	http://www.facebook.com/cellbreaker	Information Technology, Legal, Legal Tech, Mobile, Software	active
Chapter 11 Dockets	1900	Chicago, Illinois, United States	Document Automation	n/a	n/a	Chapter 11 Dockets is an efficient and effective solutions for bankruptcy information and research needs.	n/a	n/a	n/a	n/a	n/a	n/a	Document Management, Finance, Information Services, Legal, Legal Tech	active
Checkr	2014	San Francisco, California, United States	Document Automation	Individuals	Legal Service Using Tech	Checkr seeks to automate the process of professional background checks.	n/a	https://twitter.com/checkr?lang=en	https://angel.co/company/checkr	n/a	https://www.linkedin.com/company/checkr-com	https://www.facebook.com/checkrio/	Developer APIs, Enterprise Software, Human Resources, Information Services, Internet, Legal, Legal Tech, Software	active
Claim Kit	3	n/a	n/a	n/a	n/a	n/a	 https://www.employers.com/claims-services/claims-kit-and-forms/state-claim-kits	n/a	n/a	 https://www.crunchbase.com/organization/claimkit	 https://www.linkedin.com/help/linkedin/answer/55962/claim-a-linkedin-listing-page?lang=en	 https://www.facebook.com/ClaimToolkit/?ref=py_c	information insurance	
Clausehound	2015	Toronto, ON, Canada	Document Automation	Companies	Legal Tech	Contract drafting and clause library	http://clausehound.com/	https://twitter.com/clausehound?lang=en	https://angel.co/company/clausehound-1	https://www.crunchbase.com/organization/clausehound	https://www.linkedin.com/company/clausehound	https://www.facebook.com/Clausehound/	liz, content management, document drafting, leases, ndas	active
ClauseMatch	2014	London, UK	Document Automation	n/a	n/a	ClauseMatch is a SaaS platform for negotiating smarter contracts and collaborating on documents, solving long time problems of lengthy and expensive process of management of documentation and inability to unlock the information contained within contracts and documents.	http://www.clausematch.com/	https://twitter.com/ClauseMatch	https://angel.co/company/clausematch	https://www.crunchbase.com/organization/clausematch	http://www.linkedin.com/company/clausematch	http://www.facebook.com/Clausematch	media, analytics, insurance	active
ClearContract	2014	Seattle, WA, USA	Document Automation	n/a	n/a	Managing contract negotiations is no easy task. Manual tracking and version control, lack of standardization, use of multiple disparate toolsÛ_all of this results in a process that is labor intensive, costly, and leaves the door wide open for mistakes. WeÛªve built a product to minimize risk, reduce the time people spend on tedious work, and maximize the speed at which contracts are executed.	http://www.clearcontract.com/	https://twitter.com/clearcontract?lang=en	https://angel.co/company/clearcontract	https://www.crunchbase.com/organization/clearcontract	https://www.linkedin.com/company/clearnda/	http://www.facebook.com/clearcontract	n/a	inactive
ClearNDA	2012	Chicago, IL, USA	Document Automation	Companies	Legal Tech	Securely bringing contract negotiations to the cloud	http://www.clearnda.com/	https://twitter.com/@clearnda	https://angel.co/clearnda	http://www.crunchbase.com/organization/clearnda	n/a	n/a	documents, cloud, contracts, web, negotiation	inactive
Clearpath Immigration	2011	New York, NY, USA	Document Automation	Individuals	Legal Service Using Tech	Immigration forms made easy.	http://www.clearpathimmigration.com	https://twitter.com/ClearpathForms	https://angel.co/clearpath-immigration	http://www.crunchbase.com/organization/clearpath-immigration	n/a	n/a	documents, forms, immigration	active
Clerky	2013	Menlo Park, CA, USA	Document Automation	Companies	Legal Service Using Tech	Helping startups get legal stuff done right (and fast).	n/a	https://twitter.com/clerkyinc	https://angel.co/clerky-1	n/a	https://www.linkedin.com/company/clerky-inc-/	https://www.facebook.com/clerkyinc	documents, forms, incorporation, start-ups	active
Clio	2008	Vancouver, BC, Canada	Practice Management	Service Providers	Legal Tech	A suite of online tools to help manage your law firm.	http://www.goclio.com/	https://twitter.com/goclio	https://angel.co/clio	http://www.crunchbase.com/organization/clio	https://www.linkedin.com/company/clio---cloud-based-legal-technology/	https://www.facebook.com/GoClio	practice management	active
CliXLEX	2013	New York, NY, USA	Document Automation	n/a	n/a	The first platform of its kind, leveraging M2M, AI, Cloud & EDI to create a meeting point & exchange for the legal, regulatory community - enabling & facilitating efficient, cost-effective transactions such as eFiling	https://clixlex.com	https://twitter.com/clixlex?lang=en	https://angel.co/company/clixlex	https://www.crunchbase.com/organization/clixlex#/entity	http://www.linkedin.com/company/3008185	n/a	n/a	acquired
ClosingFolders	2015	Toronto, ON, Canada	Document Automation	Companies	Legal Tech	Organizing and executing corporate deals	http://www.closingfolders.com/	https://twitter.com/ClosingFolders	n/a	https://www.crunchbase.com/organization/closing-folders	https://ca.linkedin.com/company/closing-folders-inc-	n/a	legalx, mars, closing checklists, transactions	active
Congo	2014	Boulder, CO, USA	Marketplace	n/a	n/a	An online directory and communication platform for clients and attorneys.	 https://congo.io	https://twitter.com/congofriends?lang=en	https://angel.co/company/congohq	https://www.crunchbase.com/organization/congo-2	https://www.linkedin.com/company/congo-ltd-/	https://www.facebook.com/usecongo/	analytics	active
contnu	2011	New York, NY, USA	Legal Education	n/a	n/a	Contnu is Amazon for continuing professional education.	https://contnu.com	https://twitter.com/continueshow?lang=en	https://angel.co/company/continu	https://www.crunchbase.com/organization/contnu	https://www.linkedin.com/company/continu-inc-	https://www.facebook.com/ContinueShow/	n/a	inactive
Cited	2014	Los Angeles, California, United States	Document Automation	n/a	n/a	Cited offers a mobile app that allows users to submit parking citations to be contested by Cited's team of representatives.	http://citedapp.com	n/a	n/a	https://www.crunchbase.com/organization/cited	https://www.linkedin.com/company/cited	n/a	Document Preparation, Legal, Legal Tech, Mobile Apps, Parking	inactive
ClearView Social	2014	Buffalo, New York, United States	Practice Management	n/a	n/a	ClearView Social is a social sharing platform created to help law firms.	n/a	https://twitter.com/cv_social?lang=en	https://angel.co/company/clearview-social	n/a	https://www.linkedin.com/company/clearview-social	https://www.facebook.com/Clearviewsocial/	Legal, Legal Tech, Social Media, Social Media Management	active
Contract Cloud	2013	Los Angeles, CA, USA	Document Automation	n/a	n/a	Contract Cloud saves businesses and individuals millions of dollars a year in regulation and litigation costs.	http://web.contractcloudinc.com/	https://twitter.com/contract_cloud	https://angel.co/company/contractcloud	http://www.crunchbase.com/organization/caserails	http://www.linkedin.com/company/contractcloud/	https://www.facebook.com/contractcloud1/	n/a	active
Contractually	2010	Vancouver, BC, Canada	Document Automation	Companies	Legal Tech	The fastest, easiest way to do contracts.	 http://www.contractual.ly/	https://twitter.com/@contractually	https://angel.co/contractually	http://www.crunchbase.com/organization/contractually	http://www.linkedin.com/company/contractually	n/a	documents, contracts, web, app	acquired
ContratosApp	2014	Mexico City, Mexico	Document Automation	n/a	n/a	ContratosApp offers a unique way for freelancers to create simple legal agreements and have an organized legal agenda.	http://www.contratosapp.com/	n/a	n/a	http://www.crunchbase.com/organization/contratosapp	https://www.linkedin.com/company/contratosapp	n/a	n/a	active
Cicayda	2012	Nashville, TN, USA	Practice Management	Service Providers	Legal Tech	eDiscovery technology & services for intelligent litigationÌø_	n/a	https://twitter.com/cicayda	https://angel.co/company/cicayda	n/a	https://www.linkedin.com/company/cicayda	https://www.facebook.com/cicayda/	discovery	active
Cooley	1900	Palo Alto, CA, USA	Document Automation	n/a	n/a	Cooley GO is a new resource for entrepreneurs. Articles, document generators and more. Check it out at cooleygo.com	https://cooley.com	https://twitter.com/CooleyLLP	https://angel.co/company/cooley	https://www.crunchbase.com/organization/cooley-llp	http://www.linkedin.com/company/cooleyllp	http://www.facebook.com/CooleyLLP	media, analytics	active
coparently	2014	Vancouver, BC, Canada	Online Dispute Resolution	n/a	n/a	coparently is a scheduling and communication tool for divorced & seperated families.	https://coparently.com	https://twitter.com/coparently?lang=en	https://angel.co/company/coparently	https://www.crunchbase.com/organization/coparently	http://www.linkedin.com/company/1320644	http://www.facebook.com/coparently	n/a	active
Justia	2012	Mountain View, California, United States	Legal Research	n/a	n/a	Justia is an online platform that provides the community with open access to the law, legal information, and lawyers.	n/a	https://twitter.com/justiacom	https://angel.co/p/justia-1	n/a	https://www.linkedin.com/company/justia	https://www.facebook.com/justia	Internet, Legal, Legal Tech	active
Corporate + Startup Law	2014	San Francisco, California, United States	Marketplace	n/a	n/a	Corporate + Startup Law provides experienced, responsive and cost-effective legal advice to clients.	http://www.calcorporatecounsel.com/	n/a	n/a	https://www.crunchbase.com/organization/corporate-startup-law	https://www.linkedin.com/company/california-corporate-counsel/	https://www.facebook.com/CalCorpLaw/	Legal, Legal Tech, Professional Services	active
CosmoLex	2006	North Brunswick, NJ, USA	Practice Management	Service Providers	Legal Service Using Tech	Cloud-Based Practice Management Software	n/a	https://twitter.com/CosmoLexLLC	n/a	n/a	https://www.linkedin.com/company/cosmolex-llc	https://www.facebook.com/Cosmolex-1404647499787062/timeline/	cloud, practice management	active
counselytics	2013	New York, NY, USA	Analytics	Service Providers	Legal Tech	The Contractual Genome Project	http://www.counselytics.com/	https://twitter.com/counselytics	https://angel.co/counselytics-2	http://www.crunchbase.com/organization/counselytics	n/a	https://www.facebook.com/counselytics/	contracts, analytics, data mining	acquired
Court Listener	2010	Berkeley, CA, USA	Legal Research	Service Providers	Legal Service Using Tech	Non-Profit Free Legal Search Engine	 https://www.courtlistener.com/	https://twitter.com/courtlistener	n/a	https://www.crunchbase.com/organization/courtlistener	n/a	n/a	research	active
CourtReader	2013	Tel Aviv-yafo, Tel Aviv, Israel	Practice Management	n/a	n/a	CourtReader enables lawyers in Israel to open digitally-signed e-mails from the court system on their smartphone.	https://courtreader.co.il	n/a	n/a	https://www.crunchbase.com/organization/courtreader	n/a	n/a	Apps, Email, Legal, Legal Tech	active
CourtSide EDX	2015	Toronto, Ontario, Canada	Document Automation	Companies	Legal Tech	CourtSide EDX is a web-based platform that facilitates the exchange, verification, and management of court documents.	 http://www.edxontario.com/	https://twitter.com/courtsideedx?lang=en	n/a	https://www.crunchbase.com/organization/courtside-edx	https://www.linkedin.com/company/courtside-edx	n/a	Document Management, Legal, Legal Tech	active
Credit Swarm	2012	San Francisco, CA, USA	Document Automation	n/a	n/a	Credit Swarm is a free web application that lets users dispute errors on their credit reports online to all major credit bureaus.	http://creditswarm.herokuapp.com/	n/a	n/a	https://www.crunchbase.com/organization/credit-swarm	https://ug.linkedin.com/company/credit-swarm	n/a	n/a	inactive
Crowdfunding Compliance Center	2014	New City, New York, United States	Document Automation	n/a	n/a	Crowdfunding Compliance Center is providing small business owners a suite of online resources to facilitate compliance.	https://cfcomply.com	n/a	https://angel.co/company/crowdfunding-compliance-center	https://www.crunchbase.com/organization/crowdfunding-compliance-center	https://www.linkedin.com/company/crowdfunding-compliance-center-llc	n/a	Compliance, Legal, Legal Tech	active
CrowdLaw	2014	Berkeley, CA, USA	Marketplace	n/a	n/a	CrowdLaw is used by advocates and clients to get the funds they need through easy-to-launch crowdfunding campaigns.	n/a	https://twitter.com/crowdlaw_?lang=en	n/a	n/a	n/a	n/a	n/a	active
CS Disco	2012	Houston, TX, USA	Practice Management	Service Providers	Legal Tech	Document review done right.	n/a	https://twitter.com/CS_Disco	https://angel.co/cs-disco	n/a	https://www.linkedin.com/company/cs-disco-llc	https://www.facebook.com/csdisco/	documents, document review	active
DATY	2014	Prague, Czech Republic	Legal Research	n/a	n/a	Using public databases & big data magic, we are doing an ultimate B2B information source about companies most crucial for your business in a form of single feed. It something like Facebook but with your customers (or competitors) instead of friends.	https://daty.cz	n/a	n/a	https://www.crunchbase.com/organization/daty	n/a	http://www.facebook.com/datycz	n/a	acquired
Dealcircle	2014	Copenhagen, Denmark	Document Automation	n/a	n/a	Organize and execute startup investments with speed and at a fraction of the cost.	https://dealcircle.co	https://twitter.com/deal_circle?lang=en	n/a	https://www.crunchbase.com/organization/dealcircle	https://www.linkedin.com/company/dealcircle-gmbh	https://www.facebook.com/DealCircle	n/a	active
DealSheet	2013	New York, NY, USA	Marketplace	Individuals	Legal Service Using Tech	Find investment bankers and lawyers with relevant deal experience	n/a	https://twitter.com/dealsheet	https://angel.co/dealsheet	n/a	https://www.linkedin.com/company/dealsheet/	https://www.facebook.com/DealSheetGenerator	web, find-a-lawyer, investment, banker, deals	inactive
Dent	2015	Las Vegas, NV, USA	Legal Education	n/a	n/a	Dent is a mobile App connected to a CMS for lawyers and insurance companies to put the end-user in the driver seat to monitor and take control of his/her insurance claim(s), monitor lawyer progress and medical without making an Appt. and to stop being charged by the minute.	n/a	https://twitter.com/dentcoin	https://angel.co/company/dent	n/a	https://www.linkedin.com/company/dent	https://www.facebook.com/DentTheFuture	software, intelligence, information	inactive
Depot Services, Inc.	2015	Baltimore, MD, USA	Practice Management	n/a	n/a	LegalLogs empowers clients through mobile and desktop interfaces to feed task driven information into their case	n/a	n/a	https://angel.co/company/depot-services	n/a	n/a	n/a	n/a	acquired
GhostPractice	2015	Toronto, ON, Canada	Practice Management	Companies	Legal Tech	Practice management software	http://www.ghostpractice.ca/	n/a	n/a	https://www.crunchbase.com/organization/ghostpractice	https://www.linkedin.com/company/ghostpractice	https://www.facebook.com/GhostPractice/	case management, document management, time tracking, legal accounting	active
Contractlytics	2012	Salt Lake City	Analytics	n/a	n/a	Contract analytics	 http://www.contractlytics.com/	n/a	n/a	https://www.crunchbase.com/organization/contractlytics	n/a	n/a	n/a	inactive
Counterfeit.Technology	2014	New York, NY, USA	Analytics	n/a	n/a	We scan the Web for sites selling counterfeit versions of your proprietary products and then ask every major traffic sources to remove those sites. Now, their customers can't find them anymore. It's really that simple.	n/a	n/a	https://angel.co/company/counterfeit-technology	n/a	https://www.linkedin.com/company/counterfeit-technology/	n/a	n/a	active
Crypho	2012	Oslo, Norway	Practice Management	n/a	n/a	Crypho enables businesses to instantly create real time super-confidential communications channels (chat, file transfers, video conferencing, meetings) across companies.	http://crypho.com	https://twitter.com/getcrypho?lang=en	https://angel.co/company/crypho	https://www.crunchbase.com/organization/crypho	http://www.linkedin.com/company/2893900	http://www.facebook.com/pages/Crypho/147471952110619	n/a	active
Instadocket	2015	Boston, MA, USA	Practice Management	n/a	n/a	Practice Management	 https://www.instadocket.com	n/a	n/a	https://www.crunchbase.com/organization/instadocket	n/a	n/a	n/a	active
LegalRisk.io	2013	Spokane, WA, USA	Analytics	n/a	n/a	Analysis	https://www.legalrisk.co.uk	https://twitter.com/legalriskio	https://angel.co/company/legalrisk-io	https://www.crunchbase.com/organization/legalrisk-io	https://www.linkedin.com/company/legal-risk-llp	https://www.facebook.com/legalriskio-382971271827298	n/a	active
Derecho24	2013	Santiago, Chile	Marketplace	n/a	n/a	It is the most comprehensive online legal resource for reaching legal professionals and for connecting lawyers with people in need of legal representation by offering a mix of a lawyer directory, legal news, an online career center and an e-shop for legal books and documents.	https://derecho24.cl	https://twitter.com/derecho24	https://angel.co/company/derecho24	https://www.crunchbase.com/organization/derecho24	n/a	https://www.facebook.com/derecho24	n/a	active
DiligenceEngine	2008	New York, NY, USA	Document Automation	Service Providers	Legal Service Using Tech	Technology enhanced contract review: faster and more accurate	n/a	https://twitter.com/DiligenceEngine	n/a	n/a	n/a	n/a	documents, document review, mergers & acquisitions	acquired
DivorceMate Software	2015	Toronto, ON, Canada	Document Automation	Companies	Legal Tech	Software for family lawyers	 https://www.divorcemate.com/home/	https://twitter.com/DivorceMate	n/a	https://www.crunchbase.com/organization/divorcemate-software	https://www.linkedin.com/company/divorcemate-software-inc-	n/a	family law, forms, document automation, precedents	active
